,dept/pgm,number,course title,area,class size,date,start time,end time
319,POLI SCI,342,International Organizations; with LEGAL ST 342,III,20,MoWeFr,10:00,10:50
320,POLI SCI,343,Politics of International Law,III,20,MoWeFr,12:00,12:50
321,POLI SCI,344,U.S. Foreign Policy,III,20,MoWeFr,14:00,14:50
322,POLI SCI,345,National Security,III,200,MoWeFr,15:00,15:50
323,POLI SCI,350,Social Movements,III,100,MoWeFr,11:00,11:50
324,POLI SCI,351,Politics of the Middle East,III,100,TuTh,16:00,17:20
325,POLI SCI,352,Global Development (co-listed with SOCIOL 317),III,100,TuTh,10:00,11:20
326,POLI SCI,353,Politics of Latin America,III,100,MoWeFr,08:00,08:50
327,POLI SCI,354,Politics of Southeast Asia,III,50,MoWe,14:00,15:20
328,POLI SCI,355,Politics of China,III,50,MoWe,13:00,14:20
329,POLI SCI,356,Constitutional Challenges in Comparative Perspective (with LEGAL ST 356),III,100,MoWeFr,12:00,12:50
330,POLI SCI,357-SA,Political Economy of Israel,III,20,MoWe,14:00,15:20
331,POLI SCI,358-SA,Contemporary South Africa: A Political Economy/Policy Perspective,III,200,MoWe,14:00,15:20
332,POLI SCI,359,Politics in Africa,III,100,MoWe,13:00,14:20
333,POLI SCI,361,Democratic Transitions,III,50,TuTh,15:00,14:20
334,POLI SCI,361-SA,Democratic Transitions,III,50,TuTh,12:00,13:20
335,POLI SCI,362,Politics of Europe,III,200,MoWe,10:00,11:20
336,POLI SCI,368,Political Economy of Development,III,100,MoWeFr,08:00,08:50
337,POLI SCI,369,The Politics of Post-Soviet Russia,III,100,MoWe,15:00,14:20
338,POLI SCI,372,The Middle East in International Politics,III,200,TuTh,14:00,15:20
339,POLI SCI,373,Chinese Foreign Policy,III,50,MoWe,12:00,13:20
340,POLI SCI,374,Politics of Capitalism,III,50,MoWeFr,09:00,09:50
341,POLI SCI,377,Drugs and Politics,III,20,TuTh,11:00,12:20
342,POLI SCI,378,America and the World,III,200,MoWe,15:00,14:20
343,POLI SCI,379-SA,"China in Transition: Ideology, Political Economy, Law, and Relations with the United States",III,100,TuTh,13:00,14:20
344,POLI SCI,380,Refugee Crises and Human Rights (with LEGAL ST 380),III,100,MoWeFr,12:00,12:50
345,POLI SCI,381-SA,Political Economy of Contemporary China,III,100,MoWeFr,10:00,10:50
346,POLI SCI,382,Politics of Religious Diversity,"III,V",100,MoWe,15:00,14:20
347,POLI SCI,383,War and Change in International Politics,III,20,MoWe,12:00,13:20
348,POLI SCI,384,International Responses to Mass Atrocities,III,200,TuTh,13:00,14:20
349,POLI SCI,388,Institutions and Society; with SOCIOL 288,III,200,MoWeFr,12:00,12:50
350,POLI SCI,389,Understanding Genocide; with SOCIOL 379,III,20,TuTh,11:00,12:20
351,PSYCH,110,Introduction to Psychology,III,100,TuTh,15:00,14:20
352,PSYCH,213,Social Psychology,III,20,MoWe,12:00,13:20
353,PSYCH,215,Psychology of Personality,III,20,TuTh,16:00,17:20
354,PSYCH,228,Cognitive Psychology,III,200,MoWeFr,14:00,14:50
355,PSYCH,244,Developmental Psychology,III,100,MoWe,08:00,09:20
356,PSYCH,245,Presenting Ideas and Data (with COG SCI 245); starting Fall 2022 this will be PSYCH 345,III,200,TuTh,14:00,15:20
357,PSYCH,248,Health Psychology,III,50,TuTh,12:00,13:20
358,PSYCH,249,Buddhist Psychology,"III,V",50,MoWeFr,09:00,09:50
359,PSYCH,303,Psychopathology,III,100,TuTh,14:00,15:20
360,PSYCH,306,Introduction to Clinical Psychology,III,100,TuTh,10:00,11:20
361,PSYCH,308,Cognitive Behavior Therapy,III,200,MoWeFr,13:00,13:50
362,PSYCH,311,Psychology of Attitudes,III,200,MoWeFr,08:00,08:50
363,PSYCH,313,Relationship Science,III,20,TuTh,15:00,14:20
364,PSYCH,317,The Holocaust: Psychological Themes & Perspectives,III,20,MoWe,10:00,11:20
365,PSYCH,324,Perception,"I,III",50,MoWe,13:00,14:20
366,PSYCH,327,Brain and Cognition; with CSD 303,"I,III",20,TuTh,14:00,15:20
367,PSYCH,328,Brain Damage & the Mind,"I,III",20,TuTh,12:00,13:20
368,PSYCH,333,Psychology of Thinking,III,100,MoWe,14:00,15:20
369,PSYCH,336,Consciousness,"I,III",50,TuTh,08:00,09:20
370,PSYCH,340,Psychology and Law; with LEGAL ST 350,III,20,MoWe,13:00,14:20
371,PSYCH,341,Positive Psychology: The Science of Well-Being,III,100,MoWe,13:00,14:20
372,PSYCH,342,Evolutionary Psychology,III,200,TuTh,15:00,14:20
373,PSYCH,343,Psychology of Beauty,III,20,MoWe,16:00,17:20
374,PSYCH,344,Cultural Psychology,III,20,TuTh,08:00,09:20
375,PSYCH,345,Presenting Ideas and Data (with COG SCI 345); prior to Fall 2022 this was PSYCH 245,III,20,MoWeFr,16:00,16:50
376,PSYCH,348,Psychology of Sex and Gender Differences,III,100,MoWeFr,08:00,08:50
377,PSYCH,356,Native Americans and Environmental Decision Making; with ENVR POL 356,III,20,TuTh,13:00,14:20
378,PSYCH,360,Personality Research,III,200,MoWe,16:00,17:20
379,PSYCH,364,Social & Personality Development,III,100,MoWe,14:00,15:20
380,PSYCH,366,Stereotyping and Prejudice,III,100,MoWeFr,08:00,08:50
381,PSYCH,367,Child Psychopathology,III,200,MoWe,09:00,10:20
382,PSYCH,369,Psychological Tests and Measures,III,50,MoWeFr,14:00,14:50
383,PSYCH,370,Cognitive Development,III,20,MoWe,14:00,15:20
384,PSYCH,372,Language & Cognition,III,20,MoWeFr,13:00,13:50
385,PSYCH,373,Decision Making,III,50,MoWe,13:00,14:20
386,PSYCH,374,Human Memory,"I,III",200,MoWe,15:00,14:20
387,PSYCH,378,Images of Cognition,"I,III",50,TuTh,08:00,09:20
388,PSYCH,381,Children and the Law; with LEGAL ST 381,III,100,MoWe,13:00,14:20
389,PSYCH,383,Psychology and Food,III,100,MoWeFr,12:00,12:50
390,PSYCH,387,Consumer Psychology and Marketing Research,III,50,TuTh,16:00,17:20
391,SLAVIC,322,Making a Dictionary: The Northwestern Project; with LING 363,III,20,TuTh,08:00,09:20
392,SOCIOL,110,Introduction to Sociology,III,50,MoWeFr,13:00,13:50
393,SOCIOL,201,"Social Inequality: Race, Class, and Power",III,50,MoWe,10:00,11:20
394,SOCIOL,202,Social Problems,III,200,MoWe,15:00,14:20
395,SOCIOL,206,Law & Society (with LEGAL ST 206),III,50,TuTh,14:00,15:20
396,SOCIOL,207,Cities in Society,III,100,MoWeFr,16:00,16:50
397,SOCIOL,208,Race and Society,III,200,TuTh,08:00,09:20
398,SOCIOL,210,Families and Societies,III,50,MoWe,10:00,11:20
399,SOCIOL,211,Food and Society: An Introduction; with ENVR POL 211,III,100,TuTh,08:00,09:20
400,SOCIOL,212,Environment and Society; with ENVR POL 212,III,20,MoWe,12:00,13:20
401,SOCIOL,215,Economy and Society,III,20,MoWe,10:00,11:20
402,SOCIOL,216,Gender and Society,III,20,TuTh,13:00,14:20
403,SOCIOL,217,Global Perspectives on Education,III,20,MoWeFr,13:00,13:50
404,SOCIOL,218,Education and Inequality: Focus on Chicago,III,100,TuTh,11:00,12:20
405,SOCIOL,220,"Health, Biomedicine, Culture, and Society; with HUM 220","III,V",20,MoWeFr,12:00,12:50
406,SOCIOL,221,Social and Health Inequalities; with ANTHRO 221,III,20,TuTh,11:00,12:20
407,SOCIOL,227,Legal Studies Research Methods; with LEGAL ST 207,III,200,TuTh,13:00,14:20
408,SOCIOL,232,Sexuality and Society; with GNDR ST 232,III,100,TuTh,14:00,15:20
409,SOCIOL,276,Introductory Topics in Sociology,III,20,MoWeFr,16:00,16:50
410,SOCIOL,277,Introduction to Native American Studies,"III, IV",100,MoWeFr,13:00,13:50
411,SOCIOL,288,Institutions and Society; with POLI SCI 388,III,200,MoWe,09:00,10:20
412,SOCIOL,301,The City: Urbanization and Urbanism,III,20,TuTh,13:00,14:20
413,SOCIOL,302,Sociology of Organizations,III,100,MoWeFr,13:00,13:50
414,SOCIOL,304,The Politics of Racial Knowledge,III,20,MoWeFr,11:00,11:50
415,SOCIOL,305,Population Dynamics,III,50,MoWe,08:00,09:20
416,SOCIOL,307,School and Society,III,200,TuTh,12:00,13:20
417,SOCIOL,308,"Crime, Politics, and Society",III,20,MoWeFr,14:00,14:50
418,SOCIOL,309,Political Sociology,III,50,TuTh,12:00,13:20
419,SOCIOL,310,Sociology of the Family,III,100,MoWeFr,13:00,13:50
420,SOCIOL,311,"Food, Politics, and Society; with ENVR POL 311",III,20,MoWeFr,13:00,13:50
421,SOCIOL,312,Social Change and the Environment; with ENVR POL 312,III,20,MoWe,16:00,17:20
422,SOCIOL,314,Sociology of Religion,III,200,MoWeFr,11:00,11:50
423,SOCIOL,316,Economic Sociology,III,50,MoWe,16:00,17:20
424,SOCIOL,317,Global Development (co-listed with POLI SCI 352),III,20,TuTh,16:00,17:20
425,SOCIOL,318,Sociology of Law; taught with LEGAL ST 308,III,50,TuTh,12:00,13:20
426,SOCIOL,319,Sociology of Science,III,20,TuTh,14:00,15:20
427,SOCIOL,321,"Numbers, Identity, and Modernity","III,V",200,TuTh,12:00,13:20
428,SOCIOL,322,Sociology of Immigration,III,50,MoWe,15:00,14:20
429,SOCIOL,323,American Subcultures and Ethnic Groups,III,50,MoWeFr,15:00,15:50
430,SOCIOL,324,Global Capitalism,"III,IV",200,MoWe,12:00,13:20
431,SOCIOL,325,Global and Local Inequalities,III,20,TuTh,13:00,14:20
432,SOCIOL,327,Youth and Society,III,100,MoWe,10:00,11:20
433,SOCIOL,328,Inequality and American Society,III,50,MoWe,09:00,10:20
434,SOCIOL,330,"Law, Markets, and Globalization",III,20,MoWe,09:00,10:20
435,SOCIOL,331,"Markets, Hierarchies, and Democracies",III,100,MoWe,11:00,12:20
436,SOCIOL,332,Work and Occupations,III,20,MoWe,11:00,12:20
437,SOCIOL,334,Social Protest and Social Change Around the World,III,100,MoWe,08:00,09:20
438,SOCIOL,335,Sociology of Rational Decision Making,III,200,MoWeFr,09:00,09:50
439,SOCIOL,336,"The Climate Crisis, Policies, and Society; with ENVR POL 336",III,200,TuTh,14:00,15:20
440,SOCIOL,345,Class and Culture,III,20,MoWeFr,15:00,15:50
441,SOCIOL,348,"Race, Politics, and the Law; with LEGAL ST 348",III,50,TuTh,09:00,10:20
442,SOCIOL,350,Sociology of the Arts,III,20,TuTh,11:00,12:20
443,SOCIOL,355,Medical Sociology,III,20,TuTh,16:00,17:20
444,SOCIOL,356,Sociology of Gender,III,20,MoWe,14:00,15:20
445,SOCIOL,379,Understanding Genocide; with POLI SCI 389,III,50,TuTh,14:00,15:20
446,SOCIOL,392,Seminars,III,50,MoWe,10:00,11:20
447,SPANISH,363,Topics in U.S. Latina and Latino Literary and Cultural Studies  (Spanish prereq),"III,VI",50,TuTh,14:00,15:20
448,AF AM ST,212-1,Introduction to African American History; with HISTORY 212-1,IV,200,MoWe,13:00,14:20
449,AF AM ST,212-2,Introduction to African American History; with HISTORY 212-2,IV,200,TuTh,12:00,13:20
450,AF AM ST,213,History of the Black World,IV,200,MoWe,12:00,13:20
451,AF AM ST,214,Comparative Race and Ethnic Studies,IV,100,MoWe,12:00,13:20
452,AF AM ST,215,Introduction to Black Social & Political Life,"III,IV,V",200,MoWe,08:00,09:20
453,AF AM ST,218,Asian-Black Historical Relations in the U.S. ;  with ASIAN AM 218,"III,IV",100,MoWeFr,16:00,16:50
454,AF AM ST,220,Civil Rights & Black Liberation,"IV,V",20,MoWeFr,12:00,12:50
455,AF AM ST,245,The Black Diaspora & Transnationality,IV,100,TuTh,12:00,13:20
456,AF AM ST,315,Religion in the Black Atlantic,"IV,V",200,MoWeFr,11:00,11:50
457,AF AM ST,330,Black Women in 20th-Century,"III,IV",20,MoWeFr,11:00,11:50
458,AF AM ST,339,Unsettling Whiteness,"III,IV",200,TuTh,11:00,12:20
459,AF AM ST,342,Comparative Slavery,"III,IV,V",200,MoWe,16:00,17:20
460,AF AM ST,345,Afro-Latin America,IV,50,TuTh,16:00,17:20
461,ANTHRO,214,Archaeology: Unearthing History,IV,200,MoWe,16:00,17:20
462,ANTHRO,311,Indians of North America,IV,50,MoWe,10:00,11:20
463,ANTHRO,318,Material Worlds of the Middle Ages,IV,200,MoWe,09:00,10:20
464,ANTHRO,319,"Material Life and Culture in Europe, 1500-1800",IV,100,TuTh,15:00,14:20
465,ANTHRO,324,Archaeological Survey Methods,IV,200,TuTh,14:00,15:20
466,ANTHRO,327,Archaeology of Ethnicity in America,IV,200,MoWeFr,09:00,09:50
467,ANTHRO,328,The Maya,IV,50,TuTh,14:00,15:20
468,ANTHRO,370,Anthropology in Historical Perspective,IV,50,TuTh,14:00,15:20
469,ART HIST,210,Introduction to Art History,"IV,VI",200,MoWeFr,16:00,16:50
470,ART HIST,222,Introduction to Art of the African Diaspora,"IV,VI",50,MoWeFr,14:00,14:50
471,ART HIST,224,Introduction to Ancient Art,"IV,VI",200,MoWeFr,11:00,11:50
472,ART HIST,225,Introduction to Medieval Art,"IV,VI",100,TuTh,15:00,14:20
473,ART HIST,250,Introduction to European Art,"IV,VI",20,MoWeFr,12:00,12:50
474,ART HIST,255,Introduction to Modernism,"IV,VI",100,MoWe,16:00,17:20
475,ART HIST,318,"Exhibiting Antiquity: The Culture and Politics of Display; with
CLASSICS 397 and HUM 397","IV,VI",50,MoWeFr,09:00,09:50
476,ART HIST,320-1,"Medieval Art, Byzantine","IV,VI",50,TuTh,10:00,11:20
477,ART HIST,320-3,"Medieval Art, Late Medieval","IV,VI",100,TuTh,15:00,14:20
478,ART HIST,340-1,"Baroque Art, Southern Europe 1600-1700","IV,VI",100,MoWeFr,16:00,16:50
479,ART HIST,340-2,"Baroque Art, Northern Europe 1600-1700","IV,VI",100,TuTh,10:00,11:20
480,ASIAN AM,214,Introduction to Asian American History; with HISTORY 214,IV,20,MoWeFr,12:00,12:50
481,ASIAN AM,216,Global Asians; with HISTORY 216,IV,20,TuTh,13:00,14:20
482,ASIAN AM,218,Asian-Black Historical Relations in the U.S.; with AF AM ST 218,"III,IV",20,MoWe,15:00,14:20
483,ASIAN AM,220,Topics in History,IV,50,MoWe,15:00,14:20
484,ASIAN AM,304,Asian American Women's History; with HISTORY 304,IV,200,MoWe,08:00,09:20
485,ASIAN AM,320,Advanced Topics in History,IV,50,TuTh,13:00,14:20
486,BUS INST,321,Business and Economic Institutions in Historical Perspective,IV,50,TuTh,13:00,14:20
487,CFS,393,"Field Studies in the Modern Workplace (4-unit course; 1 unit can
count toward distribution requirements)","III,IV",50,TuTh,08:00,09:20
488,CLASSICS,210,The World of Homer; with HUM 205,"IV,V,VI",100,MoWeFr,16:00,16:50
489,CLASSICS,211,Greek History and Culture: From Homer to Alexander the Great,"IV,V,VI",200,TuTh,10:00,11:20
490,CLASSICS,212,Rome: Culture and Empire,"IV,V,VI",200,TuTh,14:00,15:20
491,CLASSICS,310,Archaeology of the Ancient Mediterranean,"IV,VI",100,MoWeFr,11:00,11:50
492,CLASSICS,320,Greek and Roman History,IV,100,TuTh,08:00,09:20
493,CLASSICS,330,Ancient Economy,IV,20,MoWeFr,09:00,09:50
494,CLASSICS,360,Origins of Greek Democracy,"III,IV",200,MoWeFr,08:00,08:50
495,CLASSICS,380,Classical Reception Studies,"IV,VI",100,MoWe,13:00,14:20
496,CLASSICS,397,"Exhibiting Antiquity: The Culture and Politics of Display; with ART
HIST 318 and HUM 397","IV,VI",20,TuTh,09:00,10:20
497,ENGLISH,302,History of the English Language,"IV,VI",50,MoWe,12:00,13:20
498,ENVR POL,309,American Environmental History; with HISTORY 309,IV,200,MoWeFr,09:00,09:50
499,ENVR POL,340,Global Environments and World History; with HISTORY 376,IV,200,TuTh,10:00,11:20
500,GEN LA,280-4,Residence-Linked Seminar - IV,IV,20,TuTh,10:00,11:20
501,GERMAN,222,German History from 1789-1989,IV,50,MoWe,11:00,12:20
502,GERMAN,222-SA,German History from 1789-1989,IV,50,TuTh,16:00,17:20
503,GERMAN,224,Contemporary Germany,IV,50,MoWe,08:00,09:20
504,GERMAN,230,Berlin and the Culture of Democracy,"IV,VI",100,MoWe,08:00,09:20
505,GERMAN,234-1,Jews & Germans: An Intercultural History I,"IV,V,VI",50,TuTh,14:00,15:20
506,GERMAN,234-2,Jews & Germans: An Intercultural History II,"IV,V,VI",200,TuTh,12:00,13:20
507,GERMAN,248,Learning Diversity: German and Global Migration,IV,200,MoWeFr,16:00,16:50
508,GERMAN,272,Luther and the West; with RELIGION 272,"IV,V",50,MoWe,09:00,10:20
509,GERMAN,321-1,"Reason, Revolution, & Despair: 1800-1900 (German prereq)","IV,VI",50,MoWeFr,11:00,11:50
510,GERMAN,321-2,Myth & Modernity: 1900-1945 (German prereq),"IV,VI",100,MoWeFr,11:00,11:50
511,GERMAN,321-3,Recoveries & Transitions: 1945 to Present  (German prereq),"IV,VI",200,MoWeFr,13:00,13:50
512,GERMAN,337,Science and Culture in Germany (German prereq),"IV,V",50,MoWeFr,11:00,11:50
513,GERMAN,344-1,Weimar and Nazi Germany (taught with HISTORY 344-1),IV,100,MoWeFr,11:00,11:50
514,GERMAN,344-2,Germany Since 1945 (taught with HISTORY 344-2),IV,50,MoWe,15:00,14:20
515,GERMAN,349,History of the Holocaust (taught with HISTORY 349),IV,200,TuTh,08:00,09:20
516,GBL HLTH,308,Global Health in Human History,"I,IV",20,MoWe,08:00,09:20
517,GBL HLTH,309,Biomedicine and World History; with HISTORY 379,IV,50,MoWeFr,16:00,16:50
518,GBL HLTH,325,History of Reproductive Health,IV,200,MoWeFr,09:00,09:50
519,GNDR ST,220,Sexual Subjects: Introduction to Sexuality Studies,"III,IV",50,TuTh,15:00,14:20
520,GNDR ST,230,Traditions in Feminist Thought,IV,50,TuTh,12:00,13:20
521,GNDR ST,321,"Gender, Sexuality, and History",IV,20,MoWe,10:00,11:20
522,GNDR ST,324,U.S. Gay and Lesbian History; with HISTORY 324,IV,200,MoWeFr,14:00,14:50
523,GNDR ST,340,"Gender, Sexuality, and the Law (with LEGAL ST 340)","III,IV",20,MoWeFr,12:00,12:50
524,GNDR ST,350-4,Research Seminar in Gender and Sexuality Studies,IV,20,MoWe,14:00,15:20
525,HISTORY,200,New Introductory Courses in History,IV,100,TuTh,15:00,14:20
526,HISTORY,201-1,Europe in the Medieval and Early Modern World,IV,100,TuTh,16:00,17:20
527,HISTORY,201-2,Europe in the Modern World,IV,20,MoWeFr,13:00,13:50
528,HISTORY,203-1,Jewish History 750-1492,IV,50,MoWeFr,16:00,16:50
529,HISTORY,203-2,Jewish History 1492-1789,IV,20,MoWe,12:00,13:20
530,HISTORY,203-3,Jewish History 1789-1948,IV,50,MoWe,11:00,12:20
531,HISTORY,210-1,"History of the United States, Precolonial to the Civil War",IV,50,TuTh,12:00,13:20
532,HISTORY,210-2,"History of the United States, Reconstruction to the Present",IV,20,TuTh,13:00,14:20
533,HISTORY,212-1,Introduction to African American History; with AF AM ST 212-1,IV,50,MoWeFr,15:00,15:50
534,HISTORY,212-2,Introduction to African American History; with AF AM ST 212-2,IV,50,MoWeFr,08:00,08:50
535,HISTORY,214,Asian American History; with ASIAN AM 214,IV,200,MoWe,10:00,11:20
536,HISTORY,216,Global Asians; with ASIAN AM 216,IV,100,MoWeFr,14:00,14:50
537,HISTORY,218,Latina and Latino History; with LATINO 218,IV,20,MoWe,10:00,11:20
538,HISTORY,250-1,Global History: Early Modern to Modern Transition,IV,100,TuTh,16:00,17:20
539,HISTORY,250-2,Global History: The Modern World,IV,20,MoWeFr,14:00,14:50
540,HISTORY,251,The Politics of Disaster: A Global Environmental History,IV,50,TuTh,12:00,13:20
541,HISTORY,252,Global History of Refugees,IV,20,MoWe,08:00,09:20
542,HISTORY,255-1,Background to African Civilization and Culture: Origins to 17th C,IV,100,MoWe,16:00,17:20
543,HISTORY,255-2,Background to African Civilization and Culture: 16th-19th C,IV,200,MoWe,16:00,17:20
544,HISTORY,255-3,Background to African Civilization and Culture: 1875-1994,IV,20,TuTh,12:00,13:20
545,HISTORY,260-1,History of Latin America in the Colonial Period: 1492-1821,IV,100,TuTh,09:00,10:20
546,HISTORY,260-2,History of Latin America in the Modern Period: 1789-present,IV,20,MoWe,10:00,11:20
547,HISTORY,261,Sex After Shakespeare,IV,200,MoWe,13:00,14:20
548,HISTORY,262,"Pirates, Guns, and Empires",IV,200,MoWeFr,09:00,09:50
549,HISTORY,270,Middle Eastern/Islamic Civilization,IV,100,MoWeFr,11:00,11:50
550,HISTORY,271-1,History of the Islamic Middle East: 600-1200,IV,200,TuTh,10:00,11:20
551,HISTORY,271-2,History of the Islamic Middle East: 1200-1789,IV,50,MoWe,08:00,09:20
552,HISTORY,271-3,History of the Islamic Middle East: 1789-present,IV,20,MoWeFr,08:00,08:50
553,HISTORY,272,The History of Ancient Egypt (3100-ca. 1000 BCE),IV,50,MoWeFr,11:00,11:50
554,HISTORY,275-1,History of Early Modern Science and Medicine,IV,50,MoWe,10:00,11:20
555,HISTORY,275-2,History of Modern Science and Medicine,IV,200,MoWeFr,16:00,16:50
556,HISTORY,281,Chinese Civilization,IV,100,MoWe,14:00,15:20
557,HISTORY,282,Sino-American Relations in the Modern World,IV,50,MoWe,13:00,14:20
558,HISTORY,284-1,"Japanese History, Ancient & Medieval: 200-1600",IV,200,MoWe,08:00,09:20
559,HISTORY,284-2,"Japanese History, Tokugawa Period: 1600-1868",IV,20,MoWeFr,15:00,15:50
560,HISTORY,286,World War II in Asia,IV,100,TuTh,16:00,17:20
561,HISTORY,292,Introduction to Topics in History,IV,200,TuTh,13:00,14:20
562,HISTORY,300,New Lectures in History,IV,200,MoWe,12:00,13:20
563,HISTORY,301-SA-1,"New Lectures in History 1 (for BCICS summer study abroad
programs)",IV,50,MoWe,14:00,15:20
564,HISTORY,301-SA-2,New Lectures in History 2 (for BCICS summer study abroad programs),IV,20,MoWeFr,13:00,13:50
565,HISTORY,303-1,"American Women's History, to 1865",IV,20,MoWeFr,16:00,16:50
566,HISTORY,303-2,"American Women's History, since 1865",IV,20,TuTh,14:00,15:20
567,HISTORY,304,Asian American Women's History; with ASIAN AM 304,IV,100,TuTh,11:00,12:20
568,HISTORY,305,American Immigration; with LEGAL ST 305,IV,50,MoWeFr,15:00,15:50
569,HISTORY,308,The American West,IV,20,TuTh,15:00,14:20
570,HISTORY,309,American Environmental History; with ENVR POL 309,IV,100,MoWeFr,12:00,12:50
571,HISTORY,310-1,Early American History: Conquest and Colonization to 1688,IV,20,TuTh,15:00,14:20
572,HISTORY,310-2,"Early American History: The Age of the American Revolution, 1688-
1789",IV,20,MoWeFr,15:00,15:50
573,HISTORY,311,"New Nation: The United States, 1787-1848",IV,50,MoWe,11:00,12:20
574,HISTORY,314,Civil War and Reconstruction,IV,100,MoWe,10:00,11:20
575,HISTORY,315-1,The U.S. since 1900: Early 20th C,IV,50,TuTh,12:00,13:20
576,HISTORY,315-2,The U.S. since 1900: Mid-20th C,IV,200,MoWe,14:00,15:20
577,HISTORY,315-3,The U.S. since 1900: Late 20th C to Present,IV,200,MoWeFr,13:00,13:50
578,HISTORY,316,The Sixties,IV,100,MoWe,14:00,15:20
579,HISTORY,317-1,American Cultural History: 19th C,IV,20,TuTh,15:00,14:20
580,HISTORY,317-2,American Cultural History: 20th C to Present,IV,200,MoWeFr,12:00,12:50
581,HISTORY,318-1,Legal & Constitutional History of the U.S.; with LEGAL ST 318-1,IV,20,MoWe,12:00,13:20
582,HISTORY,318-2,Legal & Constitutional History of the U.S.; with LEGAL ST 318-2,IV,200,MoWe,15:00,14:20
583,HISTORY,319,History of U.S. Foreign Relations,IV,50,TuTh,16:00,17:20
584,HISTORY,320,The Fourteenth Amendment; with LEGAL ST 320,IV,200,TuTh,10:00,11:20
585,HISTORY,321,The Vietnam Wars,IV,50,MoWeFr,12:00,12:50
586,HISTORY,322-1,Development of the Modern American City: to 1880,IV,200,MoWeFr,11:00,11:50
587,HISTORY,322-2,Development of the Modern American City: 1880-Present,IV,200,MoWeFr,10:00,10:50
588,HISTORY,324,U.S. Gay and Lesbian History; with GNDR ST 324,IV,50,MoWe,16:00,17:20
589,HISTORY,325,History of American Technology,IV,50,TuTh,14:00,15:20
590,HISTORY,326,U.S. Intellectual History,IV,20,MoWe,11:00,12:20
591,HISTORY,330,Medieval Sex,IV,100,MoWeFr,15:00,15:50
592,HISTORY,331,Women in Medieval Society,IV,20,MoWe,13:00,14:20
593,HISTORY,332-1,The Development of Medieval Europe: Earlty Middle Ages,IV,200,TuTh,14:00,15:20
594,HISTORY,332-2,The Development of Medieval Europe: High & Late Middle Ages,IV,100,TuTh,16:00,17:20
595,HISTORY,333,The Age of the Renaissance,IV,50,TuTh,15:00,14:20
596,HISTORY,334,The Age of the Reformation,IV,200,MoWe,15:00,14:20
597,HISTORY,336,Spain 1500-1700: Rise and Fall of a European Empire,IV,20,TuTh,13:00,14:20
598,HISTORY,337,History of Modern Europe,IV,200,TuTh,11:00,12:20
599,HISTORY,338-1,Europe in the 20th Century: 1900-1945,IV,20,MoWe,12:00,13:20
600,HISTORY,338-2,Europe in the 20th Century: 1945-present,IV,200,MoWe,10:00,11:20
601,HISTORY,340,"Gender, War, and Revolution in the 20th Century",IV,100,TuTh,11:00,12:20
602,HISTORY,341,"Paris: World City, 1700 to the Present",IV,200,MoWe,09:00,10:20
603,HISTORY,342-1,History of Modern France: Ancien Regime and the French Revolution,IV,20,TuTh,10:00,11:20
604,HISTORY,342-2,History of Modern France: 19th C. to Present,IV,100,MoWe,09:00,10:20
605,HISTORY,343,Modern Italy,IV,200,MoWe,09:00,10:20
606,HISTORY,344-1,Weimar and Nazi Germany (taught with GERMAN 344-1),IV,50,MoWeFr,14:00,14:50
607,HISTORY,344-2,Germany Since 1945 (taught with GERMAN 344-2),IV,50,MoWeFr,15:00,15:50
608,HISTORY,345-1,History of Russia: 800-1700,IV,50,MoWe,09:00,10:20
609,HISTORY,345-2,History of Russia: 1700-1917,IV,100,TuTh,09:00,10:20
610,HISTORY,345-3,History of Russia: 1917-present,IV,200,TuTh,13:00,14:20
611,HISTORY,346,"East Central Europe under Communist Rule and Beyond, 1945 to the
Present",IV,50,TuTh,10:00,11:20
612,HISTORY,347,Christians and Jews,IV,100,MoWe,11:00,12:20
613,HISTORY,348-1,"Jews in Poland, Ukraine, and Russia",IV,200,TuTh,10:00,11:20
614,HISTORY,348-2,"Jews in Poland, Ukraine, and Russia",IV,200,TuTh,09:00,10:20
615,HISTORY,349,History of the Holocaust (taught with GERMAN 349),IV,200,MoWe,08:00,09:20
616,HISTORY,352,A Global History of Death and Dying,"IV,V",100,TuTh,11:00,12:20
617,HISTORY,356-1,"History of South Africa, Earlty Times to 1879",IV,20,TuTh,10:00,11:20
618,HISTORY,356-2,"History of South Africa, 20th century",IV,50,MoWe,10:00,11:20
619,HISTORY,357,East Africa,IV,100,TuTh,10:00,11:20
620,HISTORY,358,Topics in West African History,IV,100,MoWeFr,09:00,09:50
621,HISTORY,360,Tudor and Stuart Britain,IV,20,MoWeFr,11:00,11:50
622,HISTORY,362-1,"Modern British History, 1688-1815",IV,50,MoWeFr,10:00,10:50
623,HISTORY,362-2,"Modern British History, 1780-1900",IV,100,TuTh,14:00,15:20
624,HISTORY,362-3,"Modern British History, 1900-present",IV,20,MoWeFr,13:00,13:50
625,HISTORY,364,Gender and Sexuality in Victorian Britain,IV,20,MoWeFr,09:00,09:50
626,HISTORY,365,Revolutions in Medicine,IV,20,MoWeFr,15:00,15:50
627,HISTORY,366,Race and Nation in the Independence Era,IV,50,MoWeFr,10:00,10:50
628,HISTORY,367,History of Modern Brazil,IV,200,MoWeFr,13:00,13:50
629,HISTORY,368-1,Revolution in 20th-Century Latin America: Mexico and its Revolutions,IV,100,MoWe,10:00,11:20
